path,participant_id,sequence_id,sign
train_landmark_files/32319/1761751094.parquet,32319,1761751094,sad
train_landmark_files/62590/1762263219.parquet,62590,1762263219,sad
train_landmark_files/29302/1762569357.parquet,29302,1762569357,dad
train_landmark_files/55372/1762933473.parquet,55372,1762933473,no
train_landmark_files/62590/1763369118.parquet,62590,1763369118,mom
train_landmark_files/37055/1763710507.parquet,37055,1763710507,hello
train_landmark_files/25571/1765680902.parquet,25571,1765680902,happy
train_landmark_files/27610/1766106861.parquet,27610,1766106861,no
train_landmark_files/22343/1768537376.parquet,22343,1768537376,sad
train_landmark_files/30680/1770420604.parquet,30680,1770420604,hello
train_landmark_files/36257/1770728524.parquet,36257,1770728524,please
train_landmark_files/26734/1770778196.parquet,26734,1770778196,thankyou
train_landmark_files/26734/1772789111.parquet,26734,1772789111,thankyou
train_landmark_files/16069/177408363.parquet,16069,177408363,later
train_landmark_files/34503/177491785.parquet,34503,177491785,happy
train_landmark_files/49445/1777899409.parquet,49445,1777899409,dad
train_landmark_files/32319/177904047.parquet,32319,177904047,thankyou
train_landmark_files/53618/1779293346.parquet,53618,1779293346,hello
train_landmark_files/37779/1779410643.parquet,37779,1779410643,happy
train_landmark_files/53618/1780540079.parquet,53618,1780540079,later
train_landmark_files/28656/1781217772.parquet,28656,1781217772,no
train_landmark_files/32319/178402284.parquet,32319,178402284,hello
train_landmark_files/22343/1785228241.parquet,22343,1785228241,happy
train_landmark_files/37055/1785597521.parquet,37055,1785597521,dad
train_landmark_files/29302/1786208342.parquet,29302,1786208342,mom
train_landmark_files/4718/1787323451.parquet,4718,1787323451,dad
train_landmark_files/36257/1787748341.parquet,36257,1787748341,hello
train_landmark_files/25571/1788642010.parquet,25571,1788642010,no
train_landmark_files/53618/1788681970.parquet,53618,1788681970,happy
train_landmark_files/28656/1789213591.parquet,28656,1789213591,please
train_landmark_files/32319/1790067851.parquet,32319,1790067851,please
train_landmark_files/34503/1790147578.parquet,34503,1790147578,mom
train_landmark_files/62590/1790169371.parquet,62590,1790169371,later
train_landmark_files/16069/1790248637.parquet,16069,1790248637,no
train_landmark_files/49445/1791125679.parquet,49445,1791125679,dad
train_landmark_files/2044/1791325891.parquet,2044,1791325891,later
train_landmark_files/26734/1791959325.parquet,26734,1791959325,yes
train_landmark_files/37055/1793144608.parquet,37055,1793144608,yes
train_landmark_files/16069/1793242412.parquet,16069,1793242412,mom
train_landmark_files/32319/1793687279.parquet,32319,1793687279,thankyou
train_landmark_files/37779/1798230870.parquet,37779,1798230870,yes
train_landmark_files/4718/1798378368.parquet,4718,1798378368,please
train_landmark_files/36257/1798798430.parquet,36257,1798798430,later
train_landmark_files/37055/1799175294.parquet,37055,1799175294,yes
train_landmark_files/49445/1799648923.parquet,49445,1799648923,thankyou
train_landmark_files/27610/1799668514.parquet,27610,1799668514,please
train_landmark_files/55372/1799985434.parquet,55372,1799985434,hello
train_landmark_files/55372/1800401794.parquet,55372,1800401794,happy
train_landmark_files/18796/180058976.parquet,18796,180058976,hello
train_landmark_files/49445/1801593615.parquet,49445,1801593615,hello
train_landmark_files/61333/1802064932.parquet,61333,1802064932,hello
train_landmark_files/25571/180248674.parquet,25571,180248674,happy
train_landmark_files/53618/1804150252.parquet,53618,1804150252,later
train_landmark_files/16069/1806164625.parquet,16069,1806164625,no
train_landmark_files/26734/1806465878.parquet,26734,1806465878,yes
train_landmark_files/27610/1806552316.parquet,27610,1806552316,hello
train_landmark_files/37779/1806808783.parquet,37779,1806808783,happy
train_landmark_files/62590/1807940373.parquet,62590,1807940373,yes
train_landmark_files/61333/1808523857.parquet,61333,1808523857,mom
train_landmark_files/62590/180860666.parquet,62590,180860666,no
train_landmark_files/62590/1808929501.parquet,62590,1808929501,later
train_landmark_files/16069/1809070812.parquet,16069,1809070812,dad
train_landmark_files/18796/1809858038.parquet,18796,1809858038,later
train_landmark_files/49445/1810679966.parquet,49445,1810679966,dad
train_landmark_files/4718/1811635389.parquet,4718,1811635389,please
train_landmark_files/30680/1812113377.parquet,30680,1812113377,hello
train_landmark_files/49445/1812592982.parquet,49445,1812592982,thankyou
train_landmark_files/16069/1812782319.parquet,16069,1812782319,yes
train_landmark_files/2044/1812813451.parquet,2044,1812813451,yes
train_landmark_files/2044/1813099846.parquet,2044,1813099846,thankyou
train_landmark_files/49445/1814940418.parquet,49445,1814940418,yes
train_landmark_files/26734/1815649335.parquet,26734,1815649335,hello
train_landmark_files/30680/1815853992.parquet,30680,1815853992,no
train_landmark_files/28656/1816075967.parquet,28656,1816075967,later
train_landmark_files/62590/1818434818.parquet,62590,1818434818,mom
train_landmark_files/36257/181977841.parquet,36257,181977841,no
train_landmark_files/28656/1820046678.parquet,28656,1820046678,no
train_landmark_files/4718/1820890557.parquet,4718,1820890557,dad
train_landmark_files/29302/1821659952.parquet,29302,1821659952,hello
train_landmark_files/25571/182174736.parquet,25571,182174736,happy
train_landmark_files/37055/1823022051.parquet,37055,1823022051,happy
train_landmark_files/62590/1823101043.parquet,62590,1823101043,yes
train_landmark_files/53618/1823440036.parquet,53618,1823440036,no
train_landmark_files/62590/1824072110.parquet,62590,1824072110,happy
train_landmark_files/55372/1824902935.parquet,55372,1824902935,yes
train_landmark_files/37779/1825189210.parquet,37779,1825189210,hello
train_landmark_files/28656/1826108619.parquet,28656,1826108619,yes
train_landmark_files/29302/1826958196.parquet,29302,1826958196,mom
train_landmark_files/36257/1827012020.parquet,36257,1827012020,hello
train_landmark_files/30680/1827415132.parquet,30680,1827415132,no
train_landmark_files/49445/1828007445.parquet,49445,1828007445,happy
train_landmark_files/29302/182868503.parquet,29302,182868503,thankyou
train_landmark_files/16069/1829410005.parquet,16069,1829410005,sad
train_landmark_files/26734/1830554575.parquet,26734,1830554575,hello
train_landmark_files/27610/1831144740.parquet,27610,1831144740,hello
train_landmark_files/34503/1834010172.parquet,34503,1834010172,no
train_landmark_files/55372/1834090892.parquet,55372,1834090892,later
train_landmark_files/25571/1834136455.parquet,25571,1834136455,mom
train_landmark_files/26734/1837397770.parquet,26734,1837397770,later
train_landmark_files/62590/1839230519.parquet,62590,1839230519,please
train_landmark_files/2044/1839694002.parquet,2044,1839694002,mom
train_landmark_files/36257/1839981395.parquet,36257,1839981395,later
train_landmark_files/36257/1840117916.parquet,36257,1840117916,later
train_landmark_files/53618/1841813235.parquet,53618,1841813235,dad
train_landmark_files/2044/184481280.parquet,2044,184481280,no
train_landmark_files/25571/1845061321.parquet,25571,1845061321,please
train_landmark_files/29302/184717285.parquet,29302,184717285,yes
train_landmark_files/62590/1848657313.parquet,62590,1848657313,please
train_landmark_files/16069/1849352888.parquet,16069,1849352888,please
train_landmark_files/62590/1853484723.parquet,62590,1853484723,thankyou
train_landmark_files/16069/1854057666.parquet,16069,1854057666,later
train_landmark_files/49445/1854389517.parquet,49445,1854389517,later
train_landmark_files/36257/185543310.parquet,36257,185543310,hello
train_landmark_files/55372/1855486104.parquet,55372,1855486104,sad
train_landmark_files/26734/1856328545.parquet,26734,1856328545,dad
train_landmark_files/49445/1857934386.parquet,49445,1857934386,no
train_landmark_files/18796/1858970524.parquet,18796,1858970524,dad
train_landmark_files/36257/1859149879.parquet,36257,1859149879,mom
train_landmark_files/2044/185948800.parquet,2044,185948800,thankyou
train_landmark_files/2044/1859992855.parquet,2044,1859992855,happy
train_landmark_files/28656/1860399661.parquet,28656,1860399661,later
train_landmark_files/22343/1861083470.parquet,22343,1861083470,yes
train_landmark_files/27610/1861763915.parquet,27610,1861763915,sad
train_landmark_files/62590/186373316.parquet,62590,186373316,happy
train_landmark_files/16069/1863779577.parquet,16069,1863779577,yes
train_landmark_files/61333/1863970195.parquet,61333,1863970195,thankyou
train_landmark_files/62590/1864073097.parquet,62590,1864073097,thankyou
train_landmark_files/32319/1864456539.parquet,32319,1864456539,please
train_landmark_files/37055/1865078793.parquet,37055,1865078793,happy
train_landmark_files/34503/1867240369.parquet,34503,1867240369,happy
train_landmark_files/32319/186732837.parquet,32319,186732837,later
train_landmark_files/37779/1868267334.parquet,37779,1868267334,dad
train_landmark_files/4718/1869274463.parquet,4718,1869274463,mom
train_landmark_files/37779/1871899605.parquet,37779,1871899605,please
train_landmark_files/28656/1872050114.parquet,28656,1872050114,yes
train_landmark_files/30680/187270054.parquet,30680,187270054,please
train_landmark_files/28656/1874588497.parquet,28656,1874588497,thankyou
train_landmark_files/37779/1874763966.parquet,37779,1874763966,hello
train_landmark_files/16069/1876215141.parquet,16069,1876215141,yes
train_landmark_files/61333/1877250915.parquet,61333,1877250915,later
train_landmark_files/37055/1877703932.parquet,37055,1877703932,no
train_landmark_files/49445/1877980725.parquet,49445,1877980725,hello
train_landmark_files/26734/1878474806.parquet,26734,1878474806,please
train_landmark_files/32319/1879110281.parquet,32319,1879110281,sad
train_landmark_files/62590/1879212882.parquet,62590,1879212882,thankyou
train_landmark_files/55372/1880631375.parquet,55372,1880631375,later
train_landmark_files/18796/1881807332.parquet,18796,1881807332,mom
train_landmark_files/61333/1884250692.parquet,61333,1884250692,please
train_landmark_files/25571/1884618312.parquet,25571,1884618312,thankyou
train_landmark_files/32319/1886541867.parquet,32319,1886541867,later
train_landmark_files/32319/1887653216.parquet,32319,1887653216,later
train_landmark_files/61333/1888051199.parquet,61333,1888051199,hello
train_landmark_files/26734/1891349708.parquet,26734,1891349708,happy
train_landmark_files/2044/1891985074.parquet,2044,1891985074,mom
train_landmark_files/22343/1892094583.parquet,22343,1892094583,later
train_landmark_files/30680/1893642628.parquet,30680,1893642628,hello
train_landmark_files/32319/1894664826.parquet,32319,1894664826,yes
train_landmark_files/2044/1897791491.parquet,2044,1897791491,no
train_landmark_files/16069/1898017632.parquet,16069,1898017632,please
train_landmark_files/36257/1898817471.parquet,36257,1898817471,later
train_landmark_files/36257/190052924.parquet,36257,190052924,later
train_landmark_files/32319/1900711230.parquet,32319,1900711230,no
train_landmark_files/61333/1902358689.parquet,61333,1902358689,yes
train_landmark_files/36257/19027503.parquet,36257,19027503,please
train_landmark_files/49445/1905372563.parquet,49445,1905372563,later
train_landmark_files/16069/1905632864.parquet,16069,1905632864,happy
train_landmark_files/30680/1906016504.parquet,30680,1906016504,hello
train_landmark_files/27610/1906320823.parquet,27610,1906320823,thankyou
train_landmark_files/36257/1906552585.parquet,36257,1906552585,no
train_landmark_files/25571/1906860853.parquet,25571,1906860853,please
train_landmark_files/62590/1908066446.parquet,62590,1908066446,happy
train_landmark_files/62590/1908235635.parquet,62590,1908235635,dad
train_landmark_files/34503/1909019940.parquet,34503,1909019940,later
train_landmark_files/37055/1909764368.parquet,37055,1909764368,later
train_landmark_files/29302/1910042702.parquet,29302,1910042702,thankyou
train_landmark_files/53618/1911519086.parquet,53618,1911519086,later
train_landmark_files/2044/1914118997.parquet,2044,1914118997,sad
train_landmark_files/37055/1914325462.parquet,37055,1914325462,please
train_landmark_files/4718/1915567917.parquet,4718,1915567917,happy
train_landmark_files/18796/1916088215.parquet,18796,1916088215,sad
train_landmark_files/36257/1916562557.parquet,36257,1916562557,mom
train_landmark_files/2044/1917742070.parquet,2044,1917742070,dad
train_landmark_files/16069/1920970428.parquet,16069,1920970428,dad
train_landmark_files/29302/1921145287.parquet,29302,1921145287,hello
train_landmark_files/53618/1924533634.parquet,53618,1924533634,later
train_landmark_files/49445/1925998736.parquet,49445,1925998736,thankyou
train_landmark_files/36257/1927359221.parquet,36257,1927359221,yes
train_landmark_files/32319/1927621879.parquet,32319,1927621879,sad
train_landmark_files/37055/1928981510.parquet,37055,1928981510,yes
train_landmark_files/27610/1929952806.parquet,27610,1929952806,please
train_landmark_files/2044/1930703763.parquet,2044,1930703763,no
train_landmark_files/55372/1931467888.parquet,55372,1931467888,yes
train_landmark_files/29302/1932567329.parquet,29302,1932567329,hello
train_landmark_files/16069/1933462397.parquet,16069,1933462397,thankyou
train_landmark_files/27610/193398524.parquet,27610,193398524,later
train_landmark_files/16069/1936054378.parquet,16069,1936054378,dad
train_landmark_files/4718/1936741062.parquet,4718,1936741062,no
train_landmark_files/37779/1937114500.parquet,37779,1937114500,thankyou
train_landmark_files/53618/1937195292.parquet,53618,1937195292,sad
train_landmark_files/2044/1938982664.parquet,2044,1938982664,no
train_landmark_files/30680/1939231344.parquet,30680,1939231344,hello
train_landmark_files/34503/1939277730.parquet,34503,1939277730,please
train_landmark_files/37055/1946545172.parquet,37055,1946545172,thankyou
train_landmark_files/32319/1946621452.parquet,32319,1946621452,mom
train_landmark_files/32319/1948250725.parquet,32319,1948250725,hello
train_landmark_files/18796/1949464329.parquet,18796,1949464329,dad
train_landmark_files/37779/1949650190.parquet,37779,1949650190,thankyou
train_landmark_files/26734/1950448485.parquet,26734,1950448485,no
train_landmark_files/16069/1951174594.parquet,16069,1951174594,hello
train_landmark_files/22343/1951966224.parquet,22343,1951966224,sad
train_landmark_files/29302/1952678524.parquet,29302,1952678524,happy
train_landmark_files/34503/1953632270.parquet,34503,1953632270,happy
train_landmark_files/27610/1954044995.parquet,27610,1954044995,dad
train_landmark_files/37779/1954059066.parquet,37779,1954059066,no
train_landmark_files/29302/1954551149.parquet,29302,1954551149,thankyou
train_landmark_files/30680/1954730051.parquet,30680,1954730051,yes
train_landmark_files/49445/195491904.parquet,49445,195491904,later
train_landmark_files/37055/1955467120.parquet,37055,1955467120,hello
train_landmark_files/25571/19576973.parquet,25571,19576973,happy
train_landmark_files/32319/1958327702.parquet,32319,1958327702,thankyou
train_landmark_files/37779/1962876455.parquet,37779,1962876455,please
train_landmark_files/36257/1965191827.parquet,36257,1965191827,please
train_landmark_files/32319/1965818057.parquet,32319,1965818057,no
train_landmark_files/26734/1966617329.parquet,26734,1966617329,thankyou
train_landmark_files/53618/1969539755.parquet,53618,1969539755,later
train_landmark_files/28656/1970021516.parquet,28656,1970021516,please
train_landmark_files/29302/1972942978.parquet,29302,1972942978,no
train_landmark_files/55372/1974016273.parquet,55372,1974016273,happy
train_landmark_files/55372/1975326539.parquet,55372,1975326539,mom
train_landmark_files/25571/1975540135.parquet,25571,1975540135,later
train_landmark_files/37779/1975541092.parquet,37779,1975541092,yes
train_landmark_files/30680/1976409316.parquet,30680,1976409316,thankyou
train_landmark_files/36257/1976843205.parquet,36257,1976843205,sad
train_landmark_files/53618/198009508.parquet,53618,198009508,sad
train_landmark_files/28656/1982198291.parquet,28656,1982198291,happy
train_landmark_files/4718/1983249874.parquet,4718,1983249874,please
train_landmark_files/29302/1985182269.parquet,29302,1985182269,mom
train_landmark_files/26734/1985373316.parquet,26734,1985373316,hello
train_landmark_files/61333/1985648069.parquet,61333,1985648069,hello
train_landmark_files/55372/1986107139.parquet,55372,1986107139,thankyou
train_landmark_files/34503/1987754813.parquet,34503,1987754813,sad
train_landmark_files/37055/1988495193.parquet,37055,1988495193,yes
train_landmark_files/32319/1989489187.parquet,32319,1989489187,happy
train_landmark_files/53618/1993962999.parquet,53618,1993962999,mom
train_landmark_files/18796/1994726637.parquet,18796,1994726637,please
train_landmark_files/36257/1997217438.parquet,36257,1997217438,sad
train_landmark_files/22343/1998635450.parquet,22343,1998635450,dad
train_landmark_files/28656/2001140986.parquet,28656,2001140986,happy
train_landmark_files/53618/2001183673.parquet,53618,2001183673,yes
train_landmark_files/29302/2002122881.parquet,29302,2002122881,later
train_landmark_files/37779/2002144191.parquet,37779,2002144191,happy
train_landmark_files/34503/2002307998.parquet,34503,2002307998,later
train_landmark_files/62590/2003017904.parquet,62590,2003017904,hello
train_landmark_files/4718/2003672957.parquet,4718,2003672957,later
train_landmark_files/2044/2004080334.parquet,2044,2004080334,dad
train_landmark_files/2044/2004785874.parquet,2044,2004785874,later
train_landmark_files/36257/2005518027.parquet,36257,2005518027,later
train_landmark_files/29302/2006591240.parquet,29302,2006591240,hello
train_landmark_files/61333/2007009944.parquet,61333,2007009944,happy
train_landmark_files/61333/2007906632.parquet,61333,2007906632,dad
train_landmark_files/55372/2008185156.parquet,55372,2008185156,yes
train_landmark_files/32319/2008338966.parquet,32319,2008338966,mom
train_landmark_files/26734/2009063597.parquet,26734,2009063597,hello
train_landmark_files/62590/2009069082.parquet,62590,2009069082,later
train_landmark_files/61333/200952741.parquet,61333,200952741,later
train_landmark_files/22343/2009776258.parquet,22343,2009776258,please
train_landmark_files/26734/2012131509.parquet,26734,2012131509,happy
train_landmark_files/36257/2013097856.parquet,36257,2013097856,no
train_landmark_files/2044/2013522005.parquet,2044,2013522005,mom
train_landmark_files/28656/2014668751.parquet,28656,2014668751,yes
train_landmark_files/25571/2017965641.parquet,25571,2017965641,hello
train_landmark_files/53618/2019454487.parquet,53618,2019454487,later
train_landmark_files/2044/2020782138.parquet,2044,2020782138,happy
train_landmark_files/55372/2021502743.parquet,55372,2021502743,sad
train_landmark_files/18796/2022013787.parquet,18796,2022013787,later
train_landmark_files/28656/202346995.parquet,28656,202346995,happy
train_landmark_files/53618/2023697678.parquet,53618,2023697678,yes
train_landmark_files/34503/2024616137.parquet,34503,2024616137,please
train_landmark_files/32319/2025323583.parquet,32319,2025323583,no
train_landmark_files/61333/2025692769.parquet,61333,2025692769,later
train_landmark_files/55372/2027064463.parquet,55372,2027064463,thankyou
train_landmark_files/4718/2029114903.parquet,4718,2029114903,mom
train_landmark_files/55372/2030135997.parquet,55372,2030135997,later
train_landmark_files/37779/2030703890.parquet,37779,2030703890,dad
train_landmark_files/32319/2031620862.parquet,32319,2031620862,no
train_landmark_files/37055/2034840256.parquet,37055,2034840256,yes
train_landmark_files/36257/2034876657.parquet,36257,2034876657,yes
train_landmark_files/25571/2037116413.parquet,25571,2037116413,mom
train_landmark_files/18796/2037562772.parquet,18796,2037562772,mom
train_landmark_files/34503/2042714439.parquet,34503,2042714439,hello
train_landmark_files/32319/2045171824.parquet,32319,2045171824,hello
train_landmark_files/26734/2045484596.parquet,26734,2045484596,please
train_landmark_files/49445/2045575885.parquet,49445,2045575885,no
train_landmark_files/53618/2047691263.parquet,53618,2047691263,no
train_landmark_files/37055/2048344277.parquet,37055,2048344277,please
train_landmark_files/49445/2050312670.parquet,49445,2050312670,happy
train_landmark_files/30680/2050679954.parquet,30680,2050679954,later
train_landmark_files/29302/2052004049.parquet,29302,2052004049,sad
train_landmark_files/22343/2052264117.parquet,22343,2052264117,hello
train_landmark_files/16069/2053124238.parquet,16069,2053124238,please
train_landmark_files/62590/2053743634.parquet,62590,2053743634,mom
train_landmark_files/4718/205531021.parquet,4718,205531021,hello
train_landmark_files/37779/2056584612.parquet,37779,2056584612,mom
train_landmark_files/61333/2057961126.parquet,61333,2057961126,happy
train_landmark_files/49445/2059427695.parquet,49445,2059427695,dad
train_landmark_files/34503/2059728077.parquet,34503,2059728077,mom
train_landmark_files/22343/2061105998.parquet,22343,2061105998,mom
train_landmark_files/27610/2063401299.parquet,27610,2063401299,dad
train_landmark_files/53618/2064020222.parquet,53618,2064020222,later
train_landmark_files/62590/2064397528.parquet,62590,2064397528,no
train_landmark_files/26734/2064936863.parquet,26734,2064936863,mom
train_landmark_files/18796/2066081048.parquet,18796,2066081048,hello
train_landmark_files/16069/2067849181.parquet,16069,2067849181,mom
train_landmark_files/53618/2068029710.parquet,53618,2068029710,yes
train_landmark_files/32319/2070766614.parquet,32319,2070766614,sad
train_landmark_files/25571/2074323079.parquet,25571,2074323079,hello
train_landmark_files/25571/2075305001.parquet,25571,2075305001,sad
train_landmark_files/16069/2076596696.parquet,16069,2076596696,happy
train_landmark_files/29302/2078430727.parquet,29302,2078430727,yes
train_landmark_files/22343/2078547822.parquet,22343,2078547822,thankyou
train_landmark_files/62590/2079625938.parquet,62590,2079625938,hello
train_landmark_files/62590/2081672049.parquet,62590,2081672049,no
train_landmark_files/61333/2085293762.parquet,61333,2085293762,sad
train_landmark_files/49445/2086032499.parquet,49445,2086032499,thankyou
train_landmark_files/62590/2086922947.parquet,62590,2086922947,mom
train_landmark_files/18796/2087881441.parquet,18796,2087881441,sad
train_landmark_files/37055/2090099436.parquet,37055,2090099436,happy
train_landmark_files/22343/2091518891.parquet,22343,2091518891,hello
train_landmark_files/53618/2092240946.parquet,53618,2092240946,no
train_landmark_files/55372/2095747446.parquet,55372,2095747446,happy
train_landmark_files/26734/2097520788.parquet,26734,2097520788,dad
train_landmark_files/37055/2099785957.parquet,37055,2099785957,mom
train_landmark_files/62590/2102119985.parquet,62590,2102119985,yes
train_landmark_files/28656/2102644014.parquet,28656,2102644014,hello
train_landmark_files/37779/2104535755.parquet,37779,2104535755,thankyou
train_landmark_files/25571/2104788441.parquet,25571,2104788441,no
train_landmark_files/26734/210566504.parquet,26734,210566504,no
train_landmark_files/25571/2106353058.parquet,25571,2106353058,dad
train_landmark_files/49445/210742319.parquet,49445,210742319,happy
train_landmark_files/37779/2109991244.parquet,37779,2109991244,dad
train_landmark_files/32319/2110231415.parquet,32319,2110231415,sad
train_landmark_files/25571/2112100023.parquet,25571,2112100023,mom
train_landmark_files/16069/2112643815.parquet,16069,2112643815,sad
train_landmark_files/32319/2113779229.parquet,32319,2113779229,sad
train_landmark_files/30680/2113802134.parquet,30680,2113802134,hello
train_landmark_files/28656/2116948432.parquet,28656,2116948432,thankyou
train_landmark_files/62590/2117664483.parquet,62590,2117664483,thankyou
train_landmark_files/4718/2119427511.parquet,4718,2119427511,sad
train_landmark_files/29302/2120538199.parquet,29302,2120538199,please
train_landmark_files/26734/212184885.parquet,26734,212184885,later
train_landmark_files/29302/2122202672.parquet,29302,2122202672,later
train_landmark_files/61333/2123251409.parquet,61333,2123251409,mom
train_landmark_files/61333/2124655160.parquet,61333,2124655160,mom
train_landmark_files/55372/2124689684.parquet,55372,2124689684,thankyou
train_landmark_files/16069/2126644888.parquet,16069,2126644888,dad
train_landmark_files/62590/2128081230.parquet,62590,2128081230,mom
train_landmark_files/30680/2128953561.parquet,30680,2128953561,dad
train_landmark_files/49445/2128983753.parquet,49445,2128983753,no
train_landmark_files/29302/2130406140.parquet,29302,2130406140,later
train_landmark_files/37779/2131572855.parquet,37779,2131572855,thankyou
train_landmark_files/27610/2131757871.parquet,27610,2131757871,later
train_landmark_files/27610/213266738.parquet,27610,213266738,thankyou
train_landmark_files/27610/2133592713.parquet,27610,2133592713,no
train_landmark_files/26734/2134525331.parquet,26734,2134525331,happy
train_landmark_files/49445/2135739440.parquet,49445,2135739440,thankyou
train_landmark_files/53618/2136744287.parquet,53618,2136744287,hello
train_landmark_files/26734/213677254.parquet,26734,213677254,mom
train_landmark_files/27610/2137330432.parquet,27610,2137330432,no
train_landmark_files/61333/2138817130.parquet,61333,2138817130,mom
train_landmark_files/2044/2139000084.parquet,2044,2139000084,thankyou
train_landmark_files/27610/2139722347.parquet,27610,2139722347,sad
train_landmark_files/53618/2143404719.parquet,53618,2143404719,no
train_landmark_files/32319/2144937298.parquet,32319,2144937298,no
train_landmark_files/28656/2146095729.parquet,28656,2146095729,thankyou
train_landmark_files/25571/2146931744.parquet,25571,2146931744,no
train_landmark_files/22343/2148463574.parquet,22343,2148463574,dad
train_landmark_files/34503/2148946459.parquet,34503,2148946459,mom
train_landmark_files/37055/2150009217.parquet,37055,2150009217,yes
train_landmark_files/53618/215274120.parquet,53618,215274120,no
train_landmark_files/25571/2153545948.parquet,25571,2153545948,please
train_landmark_files/62590/215546405.parquet,62590,215546405,yes
train_landmark_files/2044/215835537.parquet,2044,215835537,hello
train_landmark_files/26734/2158658953.parquet,26734,2158658953,happy
train_landmark_files/53618/2158754568.parquet,53618,2158754568,thankyou
train_landmark_files/36257/2159491266.parquet,36257,2159491266,sad
train_landmark_files/25571/21606181.parquet,25571,21606181,hello
train_landmark_files/32319/2163418116.parquet,32319,2163418116,yes
train_landmark_files/30680/2164171875.parquet,30680,2164171875,yes
train_landmark_files/36257/2165968214.parquet,36257,2165968214,later
train_landmark_files/16069/2167120429.parquet,16069,2167120429,hello
train_landmark_files/36257/2167159325.parquet,36257,2167159325,dad
train_landmark_files/49445/2168446516.parquet,49445,2168446516,thankyou
train_landmark_files/49445/2169034719.parquet,49445,2169034719,happy
train_landmark_files/25571/2169132387.parquet,25571,2169132387,thankyou
train_landmark_files/16069/2169566025.parquet,16069,2169566025,happy
train_landmark_files/34503/2171467616.parquet,34503,2171467616,yes
train_landmark_files/61333/2172576111.parquet,61333,2172576111,thankyou
train_landmark_files/25571/2172615237.parquet,25571,2172615237,happy
train_landmark_files/26734/2173426060.parquet,26734,2173426060,later
train_landmark_files/22343/2174547038.parquet,22343,2174547038,mom
train_landmark_files/36257/2175778852.parquet,36257,2175778852,yes
train_landmark_files/26734/2176419106.parquet,26734,2176419106,later
train_landmark_files/28656/2176503062.parquet,28656,2176503062,thankyou
train_landmark_files/37779/2177156533.parquet,37779,2177156533,mom
train_landmark_files/16069/2177836680.parquet,16069,2177836680,thankyou
train_landmark_files/32319/2179083548.parquet,32319,2179083548,no
train_landmark_files/61333/2181063807.parquet,61333,2181063807,yes
train_landmark_files/28656/2181192139.parquet,28656,2181192139,happy
train_landmark_files/26734/2183802157.parquet,26734,2183802157,no
train_landmark_files/18796/2185682268.parquet,18796,2185682268,thankyou
train_landmark_files/2044/2187460419.parquet,2044,2187460419,sad
train_landmark_files/2044/2187609603.parquet,2044,2187609603,happy
train_landmark_files/37779/2187652918.parquet,37779,2187652918,later
train_landmark_files/16069/2188620025.parquet,16069,2188620025,dad
train_landmark_files/53618/2189286077.parquet,53618,2189286077,dad
train_landmark_files/28656/2190342315.parquet,28656,2190342315,happy
train_landmark_files/32319/2191817700.parquet,32319,2191817700,mom
train_landmark_files/53618/2192014491.parquet,53618,2192014491,thankyou
train_landmark_files/26734/219320695.parquet,26734,219320695,happy
train_landmark_files/37055/219324330.parquet,37055,219324330,sad
train_landmark_files/26734/2194244775.parquet,26734,2194244775,sad
train_landmark_files/62590/2197963558.parquet,62590,2197963558,hello
train_landmark_files/30680/2199064441.parquet,30680,2199064441,happy
train_landmark_files/55372/2199906847.parquet,55372,2199906847,please
train_landmark_files/49445/2200732807.parquet,49445,2200732807,later
train_landmark_files/2044/2202718129.parquet,2044,2202718129,dad
train_landmark_files/2044/2203519448.parquet,2044,2203519448,dad
train_landmark_files/2044/2203575924.parquet,2044,2203575924,dad
train_landmark_files/37055/2204586707.parquet,37055,2204586707,mom
train_landmark_files/34503/2207296881.parquet,34503,2207296881,no
train_landmark_files/22343/2209034807.parquet,22343,2209034807,hello
train_landmark_files/26734/2209482112.parquet,26734,2209482112,no
train_landmark_files/29302/2210683089.parquet,29302,2210683089,dad
train_landmark_files/37055/2211513680.parquet,37055,2211513680,dad
train_landmark_files/34503/2212692932.parquet,34503,2212692932,sad
train_landmark_files/28656/2213356388.parquet,28656,2213356388,thankyou
train_landmark_files/36257/2214161445.parquet,36257,2214161445,no
train_landmark_files/29302/2219802432.parquet,29302,2219802432,yes
train_landmark_files/61333/2219819290.parquet,61333,2219819290,no
train_landmark_files/37779/2221212556.parquet,37779,2221212556,happy
train_landmark_files/28656/2221541688.parquet,28656,2221541688,yes
train_landmark_files/2044/2222500568.parquet,2044,2222500568,yes
train_landmark_files/16069/2223317466.parquet,16069,2223317466,mom
train_landmark_files/62590/222424360.parquet,62590,222424360,dad
train_landmark_files/4718/2224774488.parquet,4718,2224774488,mom
train_landmark_files/26734/2226514802.parquet,26734,2226514802,no
train_landmark_files/32319/2226862179.parquet,32319,2226862179,sad
train_landmark_files/4718/2228978721.parquet,4718,2228978721,hello
train_landmark_files/4718/2229942001.parquet,4718,2229942001,mom
train_landmark_files/37055/2232021192.parquet,37055,2232021192,please
train_landmark_files/37779/2232491477.parquet,37779,2232491477,thankyou
train_landmark_files/28656/2234908031.parquet,28656,2234908031,no
train_landmark_files/37779/2234968552.parquet,37779,2234968552,thankyou
train_landmark_files/36257/2235670591.parquet,36257,2235670591,thankyou
